id,original_timestamp,post_edit_timestamp,delta
441558,8 12 2022,8 12 2022,0
441681,8 12 2022,8 12 2022,0
441830,8 12 2022,8 12 2022,0
441831,8 12 2022,8 13 2022,1
441885,8 12 2022,8 13 2022,1
442011,8 13 2022,8 14 2022,1
442163,8 13 2022,8 13 2022,0
442287,8 13 2022,8 13 2022,0
442529,8 13 2022,8 13 2022,0
442530,8 13 2022,8 13 2022,0
442575,8 13 2022,8 13 2022,0
442634,8 13 2022,8 13 2022,0
442743,8 13 2022,8 14 2022,1
442909,8 13 2022,8 13 2022,0
443171,8 14 2022,8 14 2022,0
443296,8 14 2022,8 14 2022,0
443297,8 14 2022,8 14 2022,0
443298,8 14 2022,8 14 2022,0
443450,8 14 2022,8 14 2022,0
443493,8 14 2022,8 15 2022,1
443496,8 14 2022,8 14 2022,0
443497,8 14 2022,8 15 2022,1
443537,8 14 2022,8 14 2022,0
443538,8 14 2022,8 14 2022,0
443539,8 14 2022,8 14 2022,0
443540,8 14 2022,8 14 2022,0
443811,8 14 2022,8 14 2022,0
443941,8 14 2022,8 15 2022,1
444198,8 14 2022,8 15 2022,1
444199,8 14 2022,8 14 2022,0
444612,8 15 2022,8 15 2022,0
445200,8 15 2022,8 15 2022,0
445201,8 15 2022,8 15 2022,0
445546,8 15 2022,8 15 2022,0
445619,8 15 2022,8 15 2022,0
445621,8 15 2022,8 15 2022,0
445706,8 15 2022,8 15 2022,0
445843,8 15 2022,8 15 2022,0
446062,8 15 2022,8 15 2022,0
446316,8 15 2022,8 16 2022,1
446469,8 15 2022,8 15 2022,0
446471,8 15 2022,8 15 2022,0
446603,8 15 2022,8 15 2022,0
446604,8 15 2022,8 16 2022,1
446608,8 15 2022,8 15 2022,0
447016,8 16 2022,8 16 2022,0
447495,8 16 2022,8 16 2022,0
447496,8 16 2022,8 16 2022,0
447880,8 16 2022,8 16 2022,0
447881,8 16 2022,8 16 2022,0
447991,8 16 2022,8 16 2022,0
448147,8 16 2022,8 16 2022,0
448149,8 16 2022,8 16 2022,0
448150,8 15 2022,8 17 2022,2
448255,8 16 2022,8 16 2022,0
448257,8 16 2022,8 16 2022,0
448322,8 16 2022,8 17 2022,1
448376,8 16 2022,8 16 2022,0
448390,8 16 2022,8 16 2022,0
448564,8 16 2022,8 16 2022,0
448573,8 16 2022,8 16 2022,0
448762,8 16 2022,8 16 2022,0
448824,8 16 2022,8 16 2022,0
448909,8 16 2022,8 16 2022,0
448991,8 16 2022,8 16 2022,0
449045,8 16 2022,8 16 2022,0
449046,8 16 2022,8 16 2022,0
449176,8 16 2022,8 16 2022,0
449383,8 16 2022,8 17 2022,1
449385,8 16 2022,8 16 2022,0
449486,8 16 2022,8 17 2022,1
449488,8 16 2022,8 16 2022,0
449489,8 16 2022,8 16 2022,0
449678,8 16 2022,8 16 2022,0
449736,8 16 2022,8 16 2022,0
449813,8 16 2022,8 17 2022,1
449814,8 16 2022,8 16 2022,0
449815,8 16 2022,8 16 2022,0
449899,8 17 2022,8 17 2022,0
450104,8 17 2022,8 17 2022,0
450388,8 17 2022,8 17 2022,0
450531,8 17 2022,8 17 2022,0
450698,8 17 2022,8 17 2022,0
450951,8 17 2022,8 17 2022,0
451018,8 17 2022,8 19 2022,2
451019,8 17 2022,8 17 2022,0
451203,8 17 2022,8 17 2022,0
451355,8 17 2022,8 17 2022,0
451385,8 17 2022,8 17 2022,0
451386,8 17 2022,8 17 2022,0
451387,8 17 2022,8 17 2022,0
451388,8 17 2022,8 17 2022,0
451389,8 17 2022,8 17 2022,0
451687,8 17 2022,8 17 2022,0
451706,8 17 2022,8 17 2022,0
451806,8 17 2022,8 17 2022,0
451998,8 17 2022,8 18 2022,1
451999,8 17 2022,8 17 2022,0
452000,8 17 2022,8 18 2022,1
452001,8 17 2022,8 17 2022,0
452151,8 17 2022,8 17 2022,0
452152,8 17 2022,8 17 2022,0
452310,8 17 2022,8 17 2022,0
452311,8 17 2022,8 17 2022,0
452411,8 17 2022,8 17 2022,0
452519,8 17 2022,8 17 2022,0
452523,8 17 2022,8 18 2022,1
452525,8 17 2022,8 17 2022,0
452624,8 17 2022,8 17 2022,0
452807,8 18 2022,8 18 2022,0
453173,8 18 2022,8 18 2022,0
453523,8 18 2022,8 18 2022,0
454064,8 18 2022,8 18 2022,0
454065,8 18 2022,8 18 2022,0
454066,8 18 2022,8 18 2022,0
454347,8 18 2022,8 18 2022,0
454348,8 18 2022,8 18 2022,0
454349,8 18 2022,8 18 2022,0
454522,8 18 2022,8 18 2022,0
454889,8 18 2022,8 18 2022,0
454908,8 18 2022,8 18 2022,0
455033,8 18 2022,8 18 2022,0
455065,8 18 2022,8 18 2022,0
455066,8 18 2022,8 19 2022,1
455412,8 18 2022,8 19 2022,1
455416,8 18 2022,8 18 2022,0
455417,8 18 2022,8 19 2022,1
455418,8 18 2022,8 18 2022,0
455615,8 18 2022,8 18 2022,0
455645,8 19 2022,8 19 2022,0
456183,8 19 2022,8 19 2022,0
456184,8 19 2022,8 19 2022,0
456340,8 19 2022,8 19 2022,0
456500,8 19 2022,8 20 2022,1
456661,8 19 2022,8 19 2022,0
457017,8 19 2022,8 19 2022,0
457018,8 19 2022,8 19 2022,0
457019,8 19 2022,8 19 2022,0
457020,8 19 2022,8 19 2022,0
457021,8 19 2022,8 19 2022,0
457022,8 19 2022,8 19 2022,0
457023,8 19 2022,8 19 2022,0
457096,8 19 2022,8 19 2022,0
457324,8 19 2022,8 19 2022,0
457573,8 19 2022,8 19 2022,0
457628,8 19 2022,8 19 2022,0
457644,8 19 2022,8 19 2022,0
457645,8 19 2022,8 19 2022,0
457646,8 19 2022,8 19 2022,0
457842,8 19 2022,8 20 2022,1
457843,8 19 2022,8 19 2022,0
458011,8 19 2022,8 19 2022,0
458568,8 20 2022,8 20 2022,0
459024,8 20 2022,8 20 2022,0
459025,8 20 2022,8 20 2022,0
459346,8 21 2022,8 23 2022,2
459515,8 21 2022,8 21 2022,0
459590,8 21 2022,8 21 2022,0
459593,8 21 2022,8 21 2022,0
459677,8 21 2022,8 21 2022,0
459764,8 21 2022,8 21 2022,0
459765,8 21 2022,8 21 2022,0
459810,8 21 2022,8 21 2022,0
460271,8 22 2022,8 22 2022,0
460272,8 22 2022,8 22 2022,0
460357,8 22 2022,8 22 2022,0
460675,8 22 2022,8 22 2022,0
460769,8 22 2022,8 22 2022,0
461107,8 22 2022,8 22 2022,0
461108,8 22 2022,8 22 2022,0
461109,8 22 2022,8 22 2022,0
461437,8 22 2022,8 22 2022,0
461438,8 22 2022,8 22 2022,0
461710,8 22 2022,8 23 2022,1
462023,8 22 2022,8 22 2022,0
462218,8 22 2022,8 22 2022,0
462506,8 22 2022,8 24 2022,2
462521,8 22 2022,8 22 2022,0
462525,8 22 2022,8 22 2022,0
462526,8 22 2022,8 22 2022,0
462665,8 22 2022,8 23 2022,1
462666,8 22 2022,8 22 2022,0
462667,8 22 2022,8 23 2022,1
462668,8 22 2022,8 22 2022,0
462669,8 22 2022,8 22 2022,0
462763,8 22 2022,8 22 2022,0
462764,8 22 2022,8 23 2022,1
462857,8 22 2022,8 22 2022,0
463025,8 23 2022,8 23 2022,0
463366,8 23 2022,8 23 2022,0
463447,8 23 2022,8 23 2022,0
463463,8 23 2022,8 23 2022,0
463769,8 23 2022,8 23 2022,0
464090,8 23 2022,8 24 2022,1
464091,8 23 2022,8 23 2022,0
464092,8 23 2022,8 23 2022,0
464102,8 23 2022,8 23 2022,0
464103,8 23 2022,8 23 2022,0
464219,8 23 2022,8 23 2022,0
464220,8 23 2022,8 23 2022,0
464295,8 23 2022,8 23 2022,0
464484,8 23 2022,8 23 2022,0
464485,8 23 2022,8 23 2022,0
464486,8 23 2022,8 23 2022,0
464487,8 23 2022,8 23 2022,0
464488,8 23 2022,8 24 2022,1
464708,8 23 2022,8 23 2022,0
464709,8 23 2022,8 23 2022,0
464710,8 23 2022,8 23 2022,0
464891,8 23 2022,8 23 2022,0
464892,8 23 2022,8 23 2022,0
464948,8 23 2022,8 23 2022,0
464950,8 23 2022,8 23 2022,0
465023,8 23 2022,8 23 2022,0
465082,8 23 2022,8 23 2022,0
465270,8 23 2022,8 24 2022,1
465406,8 23 2022,8 23 2022,0
465820,8 23 2022,8 24 2022,1
465821,8 23 2022,8 23 2022,0
465822,8 23 2022,8 23 2022,0
465824,8 23 2022,8 23 2022,0
465926,8 24 2022,8 24 2022,0
466007,8 24 2022,8 24 2022,0
466639,8 24 2022,8 24 2022,0
466741,8 24 2022,8 24 2022,0
466802,8 24 2022,8 25 2022,1
466803,8 24 2022,8 24 2022,0
466982,8 24 2022,8 24 2022,0
466983,8 24 2022,8 24 2022,0
467099,8 24 2022,8 24 2022,0
467167,8 24 2022,8 24 2022,0
467168,8 24 2022,8 24 2022,0
467169,8 24 2022,8 24 2022,0
467170,8 24 2022,8 24 2022,0
467371,8 24 2022,8 24 2022,0
467372,8 24 2022,8 24 2022,0
467374,8 24 2022,8 24 2022,0
467376,8 24 2022,8 24 2022,0
467549,8 24 2022,8 25 2022,1
467744,8 24 2022,8 24 2022,0
467916,8 24 2022,8 24 2022,0
467917,8 24 2022,8 24 2022,0
467978,8 24 2022,8 26 2022,2
467979,8 24 2022,8 24 2022,0
468091,8 24 2022,8 25 2022,1
468262,8 24 2022,8 24 2022,0
468263,8 24 2022,8 25 2022,1
468265,8 24 2022,8 24 2022,0
468306,8 24 2022,8 24 2022,0
468308,8 24 2022,8 24 2022,0
468436,8 24 2022,8 25 2022,1
468437,8 24 2022,8 24 2022,0
468683,8 24 2022,8 25 2022,1
468684,8 24 2022,8 24 2022,0
468787,8 24 2022,8 24 2022,0
468789,8 24 2022,8 25 2022,1
468790,8 24 2022,8 24 2022,0
468942,8 24 2022,8 24 2022,0
468943,8 24 2022,8 25 2022,1
469033,8 25 2022,8 25 2022,0
469034,8 25 2022,8 25 2022,0
469354,8 25 2022,8 25 2022,0
469691,8 25 2022,8 25 2022,0
469692,8 25 2022,8 25 2022,0
470063,8 25 2022,8 25 2022,0
470064,8 25 2022,8 25 2022,0
470065,8 25 2022,8 25 2022,0
470066,8 25 2022,8 25 2022,0
470166,8 25 2022,8 25 2022,0
470167,8 24 2022,8 24 2022,0
470168,8 25 2022,8 25 2022,0
470169,8 24 2022,8 24 2022,0
470314,8 25 2022,8 25 2022,0
470315,8 25 2022,8 25 2022,0
470408,8 25 2022,8 25 2022,0
470593,8 25 2022,8 25 2022,0
470594,8 25 2022,8 25 2022,0
470805,8 25 2022,8 25 2022,0
470807,8 25 2022,8 25 2022,0
470898,8 25 2022,8 25 2022,0
470899,8 25 2022,8 25 2022,0
470900,8 25 2022,8 25 2022,0
471035,8 25 2022,8 26 2022,1
471037,8 25 2022,8 25 2022,0
471038,8 25 2022,8 26 2022,1
471117,8 25 2022,8 25 2022,0
471327,8 25 2022,8 25 2022,0
471354,8 25 2022,8 25 2022,0
471357,8 25 2022,8 25 2022,0
471483,8 25 2022,8 25 2022,0
471485,8 25 2022,8 25 2022,0
471688,8 25 2022,8 25 2022,0
471689,8 25 2022,8 25 2022,0
471838,8 25 2022,8 25 2022,0
471839,8 25 2022,9 23 2022,29
471863,8 25 2022,8 25 2022,0
471898,8 26 2022,8 26 2022,0
473119,8 26 2022,8 26 2022,0
473139,8 26 2022,8 26 2022,0
473371,8 26 2022,8 26 2022,0
473372,8 26 2022,8 26 2022,0
473373,8 26 2022,8 26 2022,0
473384,8 26 2022,9 13 2022,18
473385,8 26 2022,8 26 2022,0
473387,8 26 2022,8 26 2022,0
473389,8 26 2022,9 13 2022,18
473453,8 26 2022,8 26 2022,0
473501,8 26 2022,8 26 2022,0
473514,8 26 2022,8 26 2022,0
473836,8 26 2022,8 26 2022,0
473838,8 26 2022,8 26 2022,0
473839,8 26 2022,8 26 2022,0
474062,8 26 2022,8 26 2022,0
474395,8 26 2022,8 27 2022,1
474396,8 26 2022,8 27 2022,1
474429,8 26 2022,8 26 2022,0
474542,8 27 2022,8 27 2022,0
474576,8 27 2022,8 27 2022,0
474780,8 27 2022,8 27 2022,0
474837,8 27 2022,8 27 2022,0
474838,8 26 2022,8 26 2022,0
475044,8 27 2022,8 27 2022,0
475045,8 27 2022,8 27 2022,0
475181,8 27 2022,8 27 2022,0
475183,8 27 2022,8 27 2022,0
475213,8 27 2022,8 27 2022,0
475335,8 27 2022,8 27 2022,0
475645,8 28 2022,8 28 2022,0
475704,8 28 2022,8 28 2022,0
475890,8 28 2022,8 28 2022,0
475896,8 28 2022,8 28 2022,0
475897,8 28 2022,8 29 2022,1
475898,8 27 2022,8 27 2022,0
476020,8 28 2022,8 28 2022,0
476058,8 28 2022,8 28 2022,0
476310,8 28 2022,8 29 2022,1
476478,8 28 2022,8 29 2022,1
476570,8 29 2022,8 29 2022,0
477258,8 29 2022,8 29 2022,0
477723,8 29 2022,8 29 2022,0
477726,8 29 2022,8 29 2022,0
477727,8 29 2022,8 29 2022,0
477991,8 29 2022,8 29 2022,0
478046,8 29 2022,8 29 2022,0
478047,8 29 2022,8 29 2022,0
478048,8 29 2022,8 29 2022,0
478049,8 29 2022,8 29 2022,0
478050,8 29 2022,8 29 2022,0
478131,8 29 2022,8 29 2022,0
478257,8 29 2022,8 29 2022,0
478320,8 29 2022,8 29 2022,0
478395,8 29 2022,8 29 2022,0
478431,8 29 2022,9 5 2022,7
478432,8 29 2022,8 29 2022,0
478709,8 29 2022,8 29 2022,0
478882,8 29 2022,8 29 2022,0
478883,8 29 2022,8 30 2022,1
478980,8 29 2022,8 30 2022,1
478981,8 29 2022,8 30 2022,1
479080,8 29 2022,8 29 2022,0
479147,8 29 2022,8 30 2022,1
479148,8 29 2022,8 29 2022,0
479345,8 30 2022,8 30 2022,0
479786,8 30 2022,8 30 2022,0
479787,8 30 2022,8 30 2022,0
479934,8 30 2022,8 30 2022,0
480071,8 30 2022,8 30 2022,0
480230,8 30 2022,8 30 2022,0
480325,8 30 2022,8 30 2022,0
480326,8 30 2022,8 30 2022,0
480590,8 30 2022,8 30 2022,0
480593,8 30 2022,8 30 2022,0
480594,8 30 2022,8 30 2022,0
480595,8 30 2022,8 30 2022,0
480651,8 30 2022,8 30 2022,0
480769,8 30 2022,8 31 2022,1
480848,8 30 2022,8 30 2022,0
480849,8 30 2022,8 31 2022,1
481204,8 30 2022,8 30 2022,0
481276,8 30 2022,8 30 2022,0
481435,8 30 2022,8 31 2022,1
481740,8 30 2022,8 30 2022,0
481777,8 30 2022,8 30 2022,0
481873,8 30 2022,8 30 2022,0
481874,8 30 2022,8 31 2022,1
482011,8 30 2022,8 31 2022,1
482065,8 30 2022,8 31 2022,1
482066,8 30 2022,8 31 2022,1
482122,8 31 2022,8 31 2022,0
482125,8 31 2022,8 31 2022,0
482266,8 31 2022,8 31 2022,0
482604,8 31 2022,8 31 2022,0
482726,8 31 2022,8 31 2022,0
482727,8 31 2022,8 31 2022,0
483204,8 31 2022,8 31 2022,0
483205,8 31 2022,8 31 2022,0
483288,8 31 2022,8 31 2022,0
483370,8 31 2022,8 31 2022,0
483371,8 31 2022,8 31 2022,0
483448,8 31 2022,8 31 2022,0
483449,8 31 2022,8 31 2022,0
483451,8 31 2022,8 31 2022,0
483452,8 31 2022,8 31 2022,0
483609,8 31 2022,8 31 2022,0
483610,8 31 2022,8 31 2022,0
483612,8 31 2022,8 31 2022,0
483708,8 31 2022,8 31 2022,0
483709,8 31 2022,8 31 2022,0
483777,8 31 2022,9 1 2022,1
483783,8 31 2022,11 22 2022,83
483784,8 31 2022,8 31 2022,0
484035,8 31 2022,9 1 2022,1
484053,8 31 2022,8 31 2022,0
484100,8 31 2022,8 31 2022,0
484111,8 31 2022,9 1 2022,1
484278,8 31 2022,8 31 2022,0
484480,8 31 2022,8 31 2022,0
484481,8 31 2022,8 31 2022,0
484558,8 31 2022,8 31 2022,0
484610,8 31 2022,9 1 2022,1
484611,8 31 2022,8 31 2022,0
484848,8 31 2022,8 31 2022,0
484849,8 31 2022,8 31 2022,0
484867,8 31 2022,8 31 2022,0
484909,8 31 2022,8 31 2022,0
485069,9 1 2022,9 1 2022,0
485502,9 1 2022,9 1 2022,0
485655,9 1 2022,9 1 2022,0
485814,9 1 2022,9 1 2022,0
485898,8 31 2022,8 31 2022,0
486105,9 1 2022,9 1 2022,0
486106,9 1 2022,9 1 2022,0
486127,9 1 2022,9 1 2022,0
486243,9 1 2022,9 1 2022,0
486313,9 1 2022,9 1 2022,0
486411,9 1 2022,9 1 2022,0
486412,9 1 2022,9 1 2022,0
486490,9 1 2022,9 1 2022,0
486491,9 1 2022,9 1 2022,0
486652,9 1 2022,9 1 2022,0
486740,9 1 2022,9 1 2022,0
486741,9 1 2022,9 1 2022,0
486742,9 1 2022,9 3 2022,2
486798,9 1 2022,9 1 2022,0
486799,9 1 2022,9 1 2022,0
487171,9 1 2022,9 1 2022,0
487172,9 1 2022,9 1 2022,0
487173,9 1 2022,9 1 2022,0
487262,9 1 2022,9 1 2022,0
487263,9 1 2022,9 1 2022,0
487354,9 1 2022,9 2 2022,1
487356,9 1 2022,9 1 2022,0
487357,9 1 2022,9 1 2022,0
487589,9 1 2022,9 1 2022,0
487590,9 1 2022,9 1 2022,0
487653,9 1 2022,9 1 2022,0
487654,9 1 2022,9 1 2022,0
487655,9 1 2022,9 1 2022,0
487656,9 1 2022,9 1 2022,0
487720,9 1 2022,9 1 2022,0
487811,9 1 2022,9 1 2022,0
487812,9 1 2022,9 2 2022,1
487813,9 1 2022,9 1 2022,0
487917,9 1 2022,9 1 2022,0
488019,9 1 2022,9 2 2022,1
488048,9 2 2022,9 2 2022,0
488748,9 2 2022,9 2 2022,0
488944,9 2 2022,9 2 2022,0
489112,9 2 2022,9 2 2022,0
489113,9 2 2022,9 2 2022,0
489114,9 2 2022,9 2 2022,0
489431,9 2 2022,9 2 2022,0
489433,9 2 2022,9 2 2022,0
489434,9 2 2022,9 2 2022,0
489436,9 2 2022,9 2 2022,0
489437,9 2 2022,9 2 2022,0
489510,9 2 2022,9 2 2022,0
489511,9 2 2022,9 2 2022,0
489734,9 2 2022,9 2 2022,0
489736,9 2 2022,9 2 2022,0
489739,9 2 2022,9 2 2022,0
489939,9 2 2022,9 2 2022,0
490005,9 2 2022,9 2 2022,0
490007,9 2 2022,9 2 2022,0
490082,9 2 2022,9 2 2022,0
490196,9 2 2022,9 2 2022,0
490197,9 2 2022,9 2 2022,0
490220,9 2 2022,9 2 2022,0
490305,9 2 2022,9 2 2022,0
490377,9 2 2022,9 2 2022,0
490433,9 2 2022,9 3 2022,1
490436,9 2 2022,9 2 2022,0
490703,9 3 2022,9 3 2022,0
490810,9 3 2022,9 3 2022,0
490996,9 3 2022,9 3 2022,0
491080,9 3 2022,9 3 2022,0
491328,9 3 2022,9 3 2022,0
491931,9 4 2022,9 4 2022,0
492027,9 4 2022,9 4 2022,0
492035,9 3 2022,9 5 2022,2
492036,9 4 2022,9 4 2022,0
492037,9 4 2022,9 4 2022,0
492038,9 4 2022,9 4 2022,0
492039,9 3 2022,9 3 2022,0
492087,9 4 2022,9 4 2022,0
492118,9 4 2022,9 4 2022,0
492119,9 4 2022,9 4 2022,0
492120,9 4 2022,9 4 2022,0
492216,9 4 2022,9 4 2022,0
492351,9 4 2022,11 8 2022,65
492352,9 4 2022,9 4 2022,0
492376,9 4 2022,9 4 2022,0
492567,9 4 2022,9 4 2022,0
493044,9 5 2022,11 8 2022,64
493260,9 5 2022,9 5 2022,0
493261,9 5 2022,9 5 2022,0
493392,9 5 2022,9 5 2022,0
493393,9 5 2022,9 5 2022,0
493807,9 5 2022,9 5 2022,0
493809,9 5 2022,9 5 2022,0
493810,9 5 2022,9 5 2022,0
493811,9 5 2022,9 5 2022,0
493812,9 5 2022,9 5 2022,0
493932,9 5 2022,9 5 2022,0
493933,9 5 2022,9 5 2022,0
494338,9 5 2022,9 6 2022,1
494412,9 5 2022,9 5 2022,0
494600,9 6 2022,9 6 2022,0
494601,9 6 2022,9 6 2022,0
494745,9 6 2022,9 6 2022,0
495012,9 6 2022,9 6 2022,0
495014,9 6 2022,9 6 2022,0
495015,9 6 2022,9 6 2022,0
495115,9 6 2022,9 7 2022,1
495169,9 6 2022,9 6 2022,0
495331,9 6 2022,9 6 2022,0
495495,9 6 2022,9 6 2022,0
495497,9 6 2022,9 6 2022,0
495652,9 6 2022,9 21 2022,15
495796,9 6 2022,9 6 2022,0
495879,9 6 2022,9 6 2022,0
495880,9 6 2022,9 6 2022,0
495881,9 6 2022,9 6 2022,0
495882,9 6 2022,9 6 2022,0
496020,9 6 2022,9 6 2022,0
496023,9 6 2022,9 6 2022,0
496247,9 6 2022,9 6 2022,0
496248,9 6 2022,9 6 2022,0
496249,9 6 2022,9 6 2022,0
496256,9 6 2022,9 6 2022,0
496257,9 6 2022,9 6 2022,0
496450,9 6 2022,9 21 2022,15
496619,9 6 2022,9 7 2022,1
496728,9 6 2022,9 6 2022,0
496851,9 6 2022,9 6 2022,0
496861,9 6 2022,9 6 2022,0
497106,9 6 2022,9 6 2022,0
497107,9 6 2022,9 6 2022,0
497169,9 6 2022,9 6 2022,0
497170,9 6 2022,9 7 2022,1
497171,9 6 2022,9 6 2022,0
497316,9 6 2022,9 6 2022,0
497380,9 6 2022,9 6 2022,0
497420,9 6 2022,9 7 2022,1
497423,9 6 2022,9 6 2022,0
497509,9 7 2022,9 7 2022,0
498103,9 7 2022,9 7 2022,0
498338,9 7 2022,9 7 2022,0
498577,9 7 2022,9 7 2022,0
498578,9 7 2022,9 7 2022,0
498579,9 7 2022,9 7 2022,0
498580,9 7 2022,9 7 2022,0
498581,9 7 2022,9 7 2022,0
498583,9 7 2022,9 7 2022,0
498768,9 7 2022,9 7 2022,0
499117,9 7 2022,9 7 2022,0
499118,9 7 2022,9 7 2022,0
499317,9 7 2022,9 8 2022,1
499330,9 7 2022,9 7 2022,0
499331,9 7 2022,9 7 2022,0
499332,9 7 2022,9 7 2022,0
499333,9 7 2022,9 7 2022,0
499334,9 7 2022,9 7 2022,0
499335,9 7 2022,9 7 2022,0
499336,9 7 2022,9 7 2022,0
499569,9 7 2022,9 7 2022,0
499571,9 7 2022,9 7 2022,0
499573,9 7 2022,9 7 2022,0
499654,9 7 2022,9 7 2022,0
499740,9 7 2022,9 7 2022,0
499741,9 7 2022,9 7 2022,0
499742,9 7 2022,9 7 2022,0
499743,9 7 2022,9 8 2022,1
499962,9 7 2022,9 7 2022,0
499963,9 7 2022,9 8 2022,1
499976,9 7 2022,9 8 2022,1
499977,9 7 2022,9 7 2022,0
500058,9 7 2022,9 7 2022,0
500059,9 7 2022,9 7 2022,0
500064,9 7 2022,9 7 2022,0
500065,9 7 2022,9 7 2022,0
500066,9 7 2022,9 8 2022,1
500180,9 7 2022,9 10 2022,3
500356,9 7 2022,9 7 2022,0
500357,9 7 2022,9 7 2022,0
500358,9 7 2022,9 7 2022,0
500359,9 7 2022,9 7 2022,0
500361,9 7 2022,9 7 2022,0
500447,9 7 2022,9 7 2022,0
500510,9 7 2022,9 8 2022,1
500524,9 8 2022,9 8 2022,0
500962,9 8 2022,9 9 2022,1
501013,9 8 2022,9 8 2022,0
501264,9 8 2022,9 8 2022,0
501698,9 8 2022,9 8 2022,0
501699,9 8 2022,9 8 2022,0
501711,9 8 2022,9 8 2022,0
501712,9 8 2022,9 8 2022,0
501714,9 8 2022,9 8 2022,0
501729,9 8 2022,9 8 2022,0
502069,9 8 2022,9 8 2022,0
502070,9 8 2022,9 8 2022,0
502314,9 8 2022,9 8 2022,0
502422,9 8 2022,9 9 2022,1
502423,9 8 2022,9 9 2022,1
502504,9 8 2022,9 9 2022,1
502505,9 8 2022,9 8 2022,0
502751,9 8 2022,9 8 2022,0
502752,9 8 2022,9 9 2022,1
502753,9 8 2022,9 8 2022,0
503007,9 8 2022,9 9 2022,1
503010,9 8 2022,9 8 2022,0
503213,9 8 2022,9 10 2022,2
503476,9 9 2022,9 9 2022,0
504353,9 9 2022,9 9 2022,0
504371,9 9 2022,9 28 2022,19
504372,9 9 2022,9 9 2022,0
504456,9 9 2022,9 9 2022,0
504457,9 9 2022,9 9 2022,0
504611,9 9 2022,9 9 2022,0
504612,9 9 2022,9 9 2022,0
504679,9 9 2022,9 9 2022,0
504681,9 9 2022,9 26 2022,17
504710,9 9 2022,9 9 2022,0
504880,9 9 2022,9 9 2022,0
504881,9 9 2022,9 9 2022,0
504882,9 9 2022,9 9 2022,0
504883,9 9 2022,9 9 2022,0
504894,9 9 2022,9 9 2022,0
504907,9 9 2022,9 9 2022,0
504999,9 9 2022,9 12 2022,3
505000,9 9 2022,9 9 2022,0
505517,9 9 2022,9 9 2022,0
505518,9 9 2022,9 9 2022,0
505680,9 9 2022,9 10 2022,1
505681,9 9 2022,9 9 2022,0
505682,9 9 2022,9 9 2022,0
505738,9 9 2022,9 9 2022,0
505807,9 9 2022,9 10 2022,1
505808,9 9 2022,9 9 2022,0
505809,9 9 2022,9 9 2022,0
505851,9 9 2022,9 10 2022,1
505865,9 10 2022,9 10 2022,0
505897,9 10 2022,9 10 2022,0
505899,9 10 2022,9 10 2022,0
506292,9 10 2022,9 12 2022,2
506293,9 10 2022,9 10 2022,0
506294,9 10 2022,9 10 2022,0
506495,9 10 2022,9 11 2022,1
506588,9 10 2022,9 10 2022,0
506702,9 10 2022,9 10 2022,0
506703,9 10 2022,9 10 2022,0
506799,9 10 2022,9 12 2022,2
506819,9 10 2022,9 10 2022,0
506820,9 10 2022,9 10 2022,0
506821,9 10 2022,9 27 2022,17
506879,9 10 2022,9 10 2022,0
507105,9 11 2022,9 11 2022,0
507143,9 11 2022,9 11 2022,0
507352,9 11 2022,9 11 2022,0
507445,9 11 2022,9 11 2022,0
507446,9 11 2022,9 11 2022,0
507478,9 11 2022,9 11 2022,0
507479,9 11 2022,9 11 2022,0
507588,9 11 2022,9 11 2022,0
507590,9 11 2022,9 11 2022,0
507863,9 11 2022,9 12 2022,1
507957,9 11 2022,9 11 2022,0
508043,9 12 2022,9 12 2022,0
508347,9 12 2022,9 12 2022,0
508537,9 12 2022,9 12 2022,0
508538,9 12 2022,9 12 2022,0
509071,9 12 2022,9 12 2022,0
509072,9 12 2022,9 12 2022,0
509073,9 12 2022,9 12 2022,0
509247,9 12 2022,9 12 2022,0
509248,9 12 2022,9 12 2022,0
509356,9 12 2022,9 12 2022,0
509436,9 12 2022,9 12 2022,0
509521,9 12 2022,9 12 2022,0
509797,9 12 2022,9 12 2022,0
509798,9 12 2022,9 12 2022,0
510168,9 12 2022,9 12 2022,0
510170,9 12 2022,9 12 2022,0
510172,9 12 2022,9 12 2022,0
510524,9 12 2022,9 12 2022,0
510582,9 12 2022,9 13 2022,1
510701,9 12 2022,9 13 2022,1
510848,9 12 2022,9 13 2022,1
510849,9 12 2022,9 16 2022,4
510902,9 12 2022,9 13 2022,1
510904,9 12 2022,9 12 2022,0
510983,9 12 2022,9 12 2022,0
511050,9 13 2022,9 13 2022,0
511427,9 13 2022,9 13 2022,0
511519,9 13 2022,9 13 2022,0
511724,9 13 2022,9 13 2022,0
511725,9 13 2022,9 14 2022,1
511798,9 13 2022,9 13 2022,0
511800,9 13 2022,9 13 2022,0
511801,9 13 2022,9 13 2022,0
511802,9 13 2022,9 13 2022,0
512056,9 13 2022,9 13 2022,0
512066,9 13 2022,9 13 2022,0
512068,9 13 2022,9 13 2022,0
512646,9 13 2022,9 13 2022,0
512648,9 13 2022,9 13 2022,0
512649,9 13 2022,9 13 2022,0
512650,9 13 2022,9 13 2022,0
512658,9 13 2022,9 13 2022,0
512659,9 13 2022,9 13 2022,0
512660,9 13 2022,9 13 2022,0
512904,9 13 2022,9 13 2022,0
512914,9 13 2022,9 13 2022,0
513118,9 13 2022,9 13 2022,0
